,group_0_ICC_2,group_1_ICC_2,group_0_kappa,group_1_kappa,group_0_PABAK,group_1_PABAK,group_0_PAK,group_1_PAK,group_0_BAK,group_1_BAK
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01,0.9980144920854788,0.9982437143455156,0.9875690252715479,0.9910444754172746,0.9876995245917769,0.9933356360645844,0.987699772171735,0.9933356703335804,0.9875687776915898,0.9910444411482787
0.02,0.9963791044402577,0.9959346784050049,0.9790233336612264,0.9829321318167528,0.9792989598286945,0.9874826476930773,0.9793000113180655,0.987482893080227,0.9790222821718555,0.982931886429603
0.03,0.9932164720178708,0.9937778807117311,0.9597529747158339,0.9799311717173446,0.9601743894593759,0.9848204440587734,0.9601780140978088,0.984820565427278,0.959749350077401,0.9799310503488401
0.04,0.992230311660373,0.9897308565521182,0.9553957124459966,0.9534256758984213,0.9557812192001263,0.9648141387586622,0.9557836160632253,0.964814606011631,0.9553933155828975,0.9534252086454525
0.05,0.9899482892034943,0.9875303072466505,0.9447847399969793,0.9526680593654792,0.9453986210739039,0.9648609322470735,0.945406342484411,0.9648653708051796,0.9447770185864723,0.9526636208073732
0.06,0.9865964758634782,0.9842553091593251,0.9337951245658884,0.9349879875812711,0.9345736238876468,0.9515358865095251,0.9345838153637664,0.9515408223798676,0.9337849330897686,0.9349830517109288
0.07,0.985584170320019,0.9827464749076927,0.9209416958070671,0.9177797048352778,0.9218317452262621,0.9389508878312801,0.921847401246797,0.9389539596078651,0.920926039786532,0.9177766330586927
0.08,0.9829288413802842,0.979074015919919,0.9095618622868562,0.9121294126454114,0.9104277648820839,0.9355415274844114,0.91045312411949,0.9355571491126359,0.90953650304945,0.9121137910171869
0.09,0.982303974545218,0.975375201363698,0.9096206915568746,0.8834099421725515,0.9106304950006084,0.9143659438236972,0.9106759510827924,0.914381802537012,0.9095752354746907,0.8833940834592363
0.1,0.9796924829336241,0.973377682504825,0.8935918395648244,0.8868305281065668,0.8948451817548186,0.9170723141727102,0.8949040014878117,0.9171017304035225,0.8935330198318312,0.8868011118757547
0.11,0.9780438251101795,0.972911612887301,0.8951060115543061,0.8941727257376328,0.8963064773746009,0.9221345139546393,0.896367524608524,0.92215174576041,0.8950449643203833,0.8941554939318621
0.12,0.9747636934344438,0.9701834562568117,0.8811605680149232,0.8704151263779906,0.8828742856860096,0.906428620406287,0.8829742001316706,0.9064844514864335,0.8810606535692621,0.8703592952978442
0.13,0.9730874036746655,0.9691052987370827,0.8736472307091248,0.8640134929907299,0.8750444336911849,0.9004199427637847,0.8751393361328571,0.9004846848861809,0.8735523282674528,0.8639487508683334
0.14,0.9706206239999295,0.9634904029120094,0.8649350304786199,0.8647870961007316,0.8667814058861694,0.9018717033027246,0.8668757197807688,0.9019085178989437,0.8648407165840204,0.8647502815045126
0.15,0.9687589470958183,0.9613022422686308,0.8557525417549454,0.8282309872344443,0.857767766738333,0.8751447709995613,0.8579177481513423,0.875207491206363,0.8556025603419364,0.8281682670276427
0.16,0.9670282295312281,0.9607027504002212,0.859267616703612,0.8490328773781816,0.8609696955179358,0.8894459934336336,0.8611476806771552,0.8895140358278741,0.8590896315443922,0.8489648349839409
0.17,0.9640815291210705,0.9590097001664253,0.8292081663609819,0.8558871900245096,0.8313933846497157,0.8943050954093039,0.8315621419139385,0.8943540796521592,0.8290394090967593,0.8558382057816545
0.18,0.9613105508247225,0.9537478539295385,0.8345985360787959,0.8146921796305282,0.8368768311882124,0.8646640018014844,0.8370863902742117,0.8647373932057277,0.8343889769927966,0.8146187882262851
0.19,0.9595599426325141,0.9519309813100076,0.8226841296162677,0.8255547938109384,0.8253099013516051,0.8724675875439477,0.8256098050497839,0.8725647053274163,0.8223842259180891,0.8254576760274699
0.2,0.9563098174301681,0.9495694762663941,0.8027985826426752,0.8180521026125611,0.8057807296266553,0.8666334198193251,0.8061716537421624,0.866713941856025,0.8024076585271681,0.8179715805758612
0.21,0.9549592287080697,0.9446048799428537,0.8055060868876414,0.7933299538601343,0.808690890339896,0.8499556829756173,0.8091640134095716,0.8500664949415011,0.8050329638179659,0.7932191418942505
0.22,0.953840203990875,0.9459221882907158,0.8053954585916377,0.804941040259405,0.808235594710262,0.856327782870799,0.808686095278928,0.856376041362448,0.8049449580229716,0.804892781767756
0.23,0.9513309772140154,0.9443006131377025,0.7853690267685491,0.8160209757052297,0.7888201571986249,0.8640177984136848,0.7893291478857968,0.8640988425825542,0.7848600360813773,0.8159399315363602
0.24,0.9520326858652437,0.9390341850947885,0.7948784591068041,0.7798677926345553,0.7980030619789367,0.8425003099769759,0.7984231530969927,0.8428038795138766,0.7944583679887478,0.7795642230976546
0.25,0.9463668161281372,0.9364019027540602,0.7678946941550484,0.7861428198454518,0.7716658580352491,0.844921952570501,0.7723586335625656,0.8451012457494151,0.7672019186277319,0.7859635266665378
0.26,0.9425021887696594,0.9331913757067276,0.7588721232995344,0.7481615128396761,0.7631399819362589,0.8179344040693906,0.7639118184495262,0.818111934846986,0.7581002867862671,0.7479839820620807
0.27,0.9458557105871183,0.9323723129978732,0.771835417379501,0.7848985436949248,0.7755697101922635,0.8451724808172447,0.7760785699972612,0.8453545814906963,0.7713265575745033,0.784716443021473
0.28,0.940547424350803,0.9253349323872078,0.7475866759347036,0.7643567041251521,0.752147177771274,0.8302058779253979,0.7532771996935882,0.830423049141092,0.7464566540123896,0.7641395329094581
0.29,0.9374264462138864,0.9295741199461535,0.7428233127674124,0.7665870698874441,0.7477583338757121,0.8318172249357607,0.748698459334232,0.8321080136138178,0.7418831873088925,0.766296281209387
0.3,0.9373959031930802,0.9234623520188461,0.7508837296148124,0.7431101603718437,0.7552430029311266,0.8136593363040792,0.7561938016783759,0.8139523059481935,0.7499329308675632,0.7428171907277294
